,Name,Year,School,Pos,PTS,TRB,AST,STL,BLK,TOV,NBAPTS,NBATRB,NBAAST,NBASTL,NBABLK,NBATOV
383,Evan Turner,2011.0,Ohio State,SG,20.4,9.2,6.0,1.7,0.9,4.4,7.2,3.9,2.0,0.6,0.2,1.0
384,Derrick Favors,2011.0,Georgia Tech,PF,12.4,8.4,1.0,0.9,2.1,2.5,6.8,5.3,0.5,0.4,0.9,1.0
385,DeMarcus Cousins,2011.0,Kentucky,C,15.1,9.8,1.0,1.0,1.8,2.1,14.1,8.6,2.5,1.0,0.8,3.3
386,Ekpe Udoh,2011.0,Baylor,C,13.9,9.8,2.7,0.8,3.7,2.4,4.1,3.1,0.7,0.4,1.5,0.8
387,Greg Monroe,2011.0,Georgetown,C,16.1,9.6,3.8,1.2,1.5,3.3,9.4,7.5,1.3,1.2,0.6,1.0
388,Al-Farouq Aminu,2011.0,Wake Forest,SF,15.8,10.7,1.3,1.4,1.4,3.2,5.6,3.3,0.7,0.7,0.3,1.3
389,Gordon Hayward,2011.0,Butler,SF,15.5,8.2,1.7,1.1,0.8,2.3,5.4,1.9,1.1,0.4,0.3,1.0
390,Paul George,2011.0,Fresno State,SG,16.8,7.2,3.0,2.2,0.8,3.2,7.8,3.7,1.1,1.0,0.4,1.1
391,Cole Aldrich,2011.0,Kansas,C,11.3,9.8,0.9,0.8,3.5,1.6,1.0,1.9,0.2,0.3,0.4,0.4
392,Xavier Henry,2011.0,Kansas,SG,13.4,4.4,1.5,1.5,0.5,1.9,4.3,1.0,0.5,0.3,0.1,0.3
393,Ed Davis,2011.0,UNC,PF,13.4,9.6,1.0,0.4,2.8,2.0,7.7,7.1,0.6,0.6,1.0,0.7
394,Patrick Patterson,2011.0,Kentucky,PF,14.3,7.4,0.9,0.7,1.3,1.1,6.3,3.8,0.8,0.3,0.7,0.6
395,Larry Sanders,2011.0,VCU,C,14.4,9.1,1.0,0.7,2.6,1.7,4.3,3.0,0.3,0.4,1.2,0.6
396,Luke Babbitt,2011.0,Nevada,SF,21.9,8.9,2.1,1.0,0.8,2.4,1.5,1.3,0.3,0.1,0.1,0.3
397,Eric Bledsoe,2011.0,Kentucky,PG,11.3,3.1,2.9,1.4,0.3,3.0,6.7,2.8,3.6,1.1,0.3,2.4
398,Avery Bradley,2011.0,Texas,PG,11.6,2.9,2.1,1.3,0.5,1.5,1.7,0.5,0.4,0.3,0.0,0.5
399,James Anderson,2011.0,BYU,SF,1.2,1.0,0.1,0.1,0.2,0.2,3.6,0.9,0.7,0.1,0.2,0.5
400,Craig Brackins,2011.0,Iowa State,PF,16.5,8.5,2.2,0.8,1.2,2.1,2.7,1.3,0.3,0.3,0.0,0.0
401,Elliot Williams,2012.0,Memphis,SG,17.9,4.0,3.8,1.3,0.1,2.9,3.7,0.8,0.3,0.3,0.1,0.2
402,Trevor Booker,2011.0,Clemson,PF,15.2,8.4,2.5,1.3,1.4,1.9,5.3,3.9,0.5,0.4,0.6,0.6
403,Damion James,2011.0,Texas,SF,18.0,10.3,1.0,1.7,1.2,2.0,4.4,3.4,0.8,0.6,0.5,1.0
404,Dominique Jones,2011.0,South Florida,SG,21.4,6.1,3.6,1.7,0.6,2.9,2.3,1.4,1.1,0.3,0.2,0.6
405,Quincy Pondexter,2011.0,Washington,SF,19.3,7.4,1.8,1.3,0.6,1.9,2.8,1.3,0.4,0.3,0.2,0.2
406,Jordan Crawford,2011.0,Xavier,SG,20.5,4.7,2.9,1.3,0.2,2.4,11.7,2.5,2.8,0.9,0.1,2.0
407,Daniel Orton,2012.0,Kentucky,PF,3.4,3.3,0.4,0.6,1.4,1.0,2.8,2.4,0.3,0.5,0.6,0.4
408,Lazar Hayward,2011.0,Marquette,SF,18.1,7.5,1.5,1.9,0.5,2.0,3.8,1.7,0.7,0.3,0.2,0.5
409,Dexter Pittman,2011.0,Texas,C,10.4,5.9,0.5,0.4,1.9,1.8,1.0,1.5,0.0,0.0,0.0,1.0
410,Hassan Whiteside,2011.0,Marshall,C,13.1,8.9,0.3,0.6,5.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0
411,Armon Johnson,2011.0,Nevada,PG,15.7,3.4,5.6,0.8,0.4,3.4,2.9,0.9,1.2,0.1,0.0,1.0
413,Darington Hobson,2012.0,New Mexico,SG,15.9,9.3,4.6,1.3,0.4,3.0,0.8,0.6,1.2,0.0,0.0,0.4
414,Andy Rautins,2011.0,Syracuse,SG,12.1,3.4,4.9,2.0,0.2,2.8,1.6,0.2,0.6,0.2,0.0,1.4
415,Landry Fields,2011.0,Stanford,SG,22.0,8.8,2.8,1.6,0.8,2.6,9.7,6.4,1.9,1.0,0.2,1.3
416,Lance Stephenson,2011.0,Cincinnati,SG,12.3,5.4,2.5,0.9,0.2,2.4,3.1,1.5,1.8,0.3,0.0,1.3
417,Jarvis Varnado,2013.0,Mississippi State,PF,13.8,10.3,0.9,0.7,4.7,2.0,0.6,0.7,0.2,0.1,0.2,0.5
418,Devin Ebanks,2011.0,West Virginia,SG,12.0,8.1,2.4,1.1,0.7,2.2,3.1,1.4,0.1,0.2,0.3,0.3
419,Jerome Jordan,2012.0,Tulsa,C,15.4,9.1,1.3,0.5,2.3,2.3,2.0,1.3,0.2,0.0,0.3,0.1
420,Gani Lawal,2011.0,Georgia Tech,PF,13.1,8.5,0.4,0.4,1.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0
422,Solomon Alabi,2011.0,Florida State,C,11.7,6.2,0.5,0.6,2.3,1.9,0.5,1.2,0.2,0.2,0.2,0.3
424,Luke Harangody,2011.0,Notre Dame,PF,21.8,9.1,1.6,0.5,0.7,1.8,3.9,2.9,0.6,0.3,0.3,0.3
425,Willie Warren,2011.0,Oklahoma,PG,16.3,3.3,4.1,1.0,0.0,3.8,1.9,0.6,1.4,0.3,0.0,0.4
426,Jeremy Evans,2011.0,Western Kentucky,SF,10.0,6.9,0.7,0.8,1.8,1.1,3.6,2.0,0.5,0.3,0.3,0.4
427,Ryan Reid,2012.0,Florida State,PF,6.8,4.0,1.1,0.6,0.5,1.6,1.6,0.4,0.0,0.0,0.0,0.2
428,Derrick Caracter,2011.0,UTEP,C,14.1,8.1,1.1,1.0,0.9,2.9,2.0,1.0,0.2,0.1,0.2,0.5
431,Kyrie Irving,2012.0,Duke,PG,17.5,3.4,4.3,1.5,0.5,2.5,18.5,3.7,5.4,1.1,0.4,3.1
432,Tristan Thompson,2012.0,North Texas,PF,18.0,3.2,1.8,0.7,0.1,2.2,8.2,6.5,0.5,0.5,1.0,1.4
433,Brandon Knight,2012.0,Kentucky,PG,17.3,4.0,4.2,0.7,0.2,3.2,12.8,3.2,3.8,0.7,0.2,2.6
434,Kemba Walker,2012.0,UConn,PG,23.5,5.4,4.5,1.9,0.2,2.3,12.1,3.5,4.4,0.9,0.3,1.8
435,Jimmer Fredette,2012.0,BYU,PG,28.9,3.4,4.3,1.3,0.0,3.5,7.6,1.2,1.8,0.5,0.0,1.1
436,Klay Thompson,2012.0,Washington State,SG,21.6,5.2,3.7,1.6,0.9,3.4,12.5,2.4,2.0,0.7,0.3,1.6
437,Alec Burks,2012.0,Colorado,SG,20.5,6.5,2.9,1.1,0.3,2.6,7.2,2.2,0.9,0.5,0.1,0.9
438,Markieff Morris,2012.0,Kansas,PF,13.6,8.3,1.4,0.8,1.1,2.1,7.4,4.4,1.0,0.7,0.7,1.1
439,Marcus Morris,2012.0,Kansas,PF,17.2,7.6,1.6,0.8,0.6,1.8,2.4,0.9,0.2,0.1,0.1,0.2
440,Kawhi Leonard,2012.0,San Diego State,SF,15.5,10.6,2.5,1.4,0.6,2.1,7.9,5.1,1.1,1.3,0.4,0.7
441,Iman Shumpert,2012.0,Georgia Tech,PG,17.3,5.9,3.5,2.7,0.2,2.3,9.5,3.2,2.8,1.7,0.1,1.9
442,Chris Singleton,2012.0,Florida State,SF,13.1,6.8,1.2,2.0,1.5,2.2,4.6,3.5,0.7,1.1,0.5,0.6
443,Tobias Harris,2012.0,Tennessee,SF,15.3,7.3,1.3,0.7,0.9,1.8,5.0,2.4,0.5,0.3,0.2,0.7
444,Nolan Smith,2012.0,Duke,PG,20.6,4.5,5.1,1.2,0.1,3.2,3.8,1.3,1.4,0.4,0.1,1.0
445,Kenneth Faried,2012.0,Morehead State,PF,17.3,14.5,1.1,1.9,2.3,2.6,10.2,7.7,0.8,0.7,1.0,1.2
446,Reggie Jackson,2012.0,Boston College,PG,18.2,4.3,4.5,1.1,0.5,2.4,3.1,1.2,1.6,0.6,0.0,0.8
447,MarShon Brooks,2012.0,Providence,SG,24.6,7.0,2.5,1.5,1.2,3.1,12.6,3.6,2.3,0.9,0.3,2.1
448,Jordan Hamilton,2012.0,Lehigh,SF,5.0,1.9,0.4,0.3,0.5,0.9,4.4,2.4,0.8,0.2,0.1,0.6
449,JaJuan Johnson,2012.0,Purdue,PF,20.5,8.6,1.0,0.9,2.3,1.6,3.2,1.6,0.2,0.1,0.4,0.4
450,Norris Cole,2012.0,Cleveland State,PG,21.7,5.8,5.3,2.2,0.1,2.7,6.8,1.4,2.0,0.7,0.0,1.6
451,Cory Joseph,2012.0,Texas,PG,10.4,3.6,3.0,1.0,0.3,1.5,2.0,0.9,1.2,0.2,0.1,0.4
452,Jimmy Butler,2012.0,Marquette,SG,15.7,6.1,2.3,1.4,0.4,1.5,2.6,1.3,0.3,0.3,0.1,0.3
453,Justin Harper,2012.0,Richmond,PF,17.9,6.9,1.2,0.6,1.2,1.5,1.4,0.9,0.1,0.1,0.2,0.4
454,Kyle Singler,2013.0,Duke,SF,16.9,6.8,1.6,0.9,0.3,1.9,8.8,4.0,0.9,0.7,0.5,1.2
455,Shelvin Mack,2012.0,Butler,PG,16.0,4.5,3.4,0.8,0.1,2.4,3.6,1.4,2.0,0.4,0.0,0.8
456,Tyler Honeycutt,2012.0,UCLA,SF,12.8,7.2,2.8,0.9,2.0,3.0,1.3,0.9,0.5,0.3,0.2,0.1
457,Jordan Williams,2012.0,Maryland,C,16.9,11.8,0.6,0.7,1.4,1.6,4.6,3.6,0.3,0.5,0.3,0.5
458,Trey Thompkins,2012.0,Georgia,C,16.4,7.6,1.4,1.1,1.7,2.5,2.4,1.0,0.1,0.1,0.1,0.3
459,Chandler Parsons,2012.0,Florida,SF,11.3,7.8,3.8,0.9,0.4,2.3,9.5,4.8,2.1,1.2,0.5,1.3
460,Jon Leuer,2012.0,Wisconsin,PF,18.3,7.2,1.6,0.5,0.9,1.6,4.7,2.6,0.5,0.3,0.4,0.4
461,Darius Morris,2012.0,Michigan,PG,15.0,4.0,6.7,1.0,0.0,2.9,2.4,0.8,1.1,0.1,0.0,1.0
462,Malcolm Lee,2012.0,UCLA,SG,13.1,3.1,2.0,0.7,0.2,1.7,3.3,1.4,1.6,0.4,0.2,0.9
463,Charles Jenkins,2012.0,Hofstra,PG,22.6,3.4,4.8,1.7,0.7,2.2,5.8,1.3,3.3,0.6,0.1,1.2
464,Josh Harrellson,2012.0,Kentucky,PF,7.6,8.7,0.8,0.9,1.5,0.7,4.4,3.9,0.3,0.6,0.5,0.5
465,Andrew Goudelock,2012.0,College of Charleston,SG,23.7,3.9,4.2,0.9,0.2,3.2,4.4,0.8,0.5,0.1,0.0,0.5
466,Travis Leslie,2012.0,Georgia,SG,14.4,7.2,2.9,1.2,0.6,2.2,1.4,0.9,0.5,0.2,0.2,0.2
467,Keith Benson,2012.0,Oakland,C,17.9,10.1,1.1,0.8,3.6,1.9,0.0,1.0,0.0,0.0,0.0,0.0
468,Josh Selby,2012.0,Kansas,PG,7.9,2.2,2.2,0.8,0.0,2.0,2.3,0.5,1.1,0.3,0.0,1.0
469,Lavoy Allen,2012.0,Temple,PF,11.6,8.6,2.3,0.7,1.8,1.6,4.1,4.2,0.8,0.3,0.4,0.5
471,Vernon Macklin,2012.0,Florida,C,11.6,5.4,0.8,0.4,0.7,1.7,2.0,1.5,0.2,0.2,0.2,0.1
472,DeAndre Liggins,2012.0,Kentucky,SF,8.6,4.0,2.5,1.2,0.7,1.4,1.9,0.9,0.3,0.4,0.0,0.6
473,Isaiah Thomas,2012.0,Washington,PG,16.8,3.5,6.1,1.3,0.1,3.0,11.5,2.6,4.1,0.8,0.1,1.6
474,Michael Kidd-Gilchrist,2013.0,Kentucky,SF,11.9,7.4,1.9,1.0,0.9,2.2,9.0,5.8,1.5,0.7,0.9,1.3
475,Bradley Beal,2013.0,Florida,SG,14.8,6.7,2.2,1.4,0.8,2.1,13.9,3.8,2.4,0.9,0.5,1.6
476,Dion Waiters,2013.0,Syracuse,SG,12.6,2.3,2.5,1.8,0.3,1.3,14.7,2.4,3.0,1.0,0.3,2.0
477,Damian Lillard,2013.0,Weber State,PG,24.5,5.0,4.0,1.5,0.2,2.3,19.0,3.1,6.5,0.9,0.2,3.0
478,Harrison Barnes,2013.0,UNC,SF,17.1,5.2,1.1,1.1,0.3,1.9,9.2,4.1,1.2,0.6,0.2,1.2
479,Terrence Ross,2013.0,Washington,SG,16.4,6.4,1.4,1.3,0.9,2.0,6.4,2.0,0.7,0.6,0.2,0.7
480,Andre Drummond,2013.0,UConn,C,10.0,7.6,0.4,0.8,2.7,1.5,7.9,7.6,0.5,1.0,1.6,1.0
481,Austin Rivers,2013.0,Duke,SG,15.5,3.4,2.1,1.0,0.0,2.3,6.2,1.8,2.1,0.4,0.1,1.2
482,Meyers Leonard,2013.0,Illinois,C,13.6,8.2,1.3,0.5,1.9,2.1,5.5,3.7,0.5,0.2,0.6,0.7
483,Jeremy Lamb,2013.0,UConn,SF,17.7,4.9,1.7,1.2,0.6,2.0,3.1,0.8,0.2,0.1,0.1,0.3
484,Kendall Marshall,2013.0,UNC,PG,8.1,2.6,9.8,1.2,0.2,2.8,3.0,0.9,3.0,0.5,0.1,1.2
485,John Henson,2013.0,UNC,PF,13.7,9.9,1.3,0.6,2.9,1.3,6.0,4.7,0.5,0.3,0.7,0.7
486,Maurice Harkless,2013.0,St. John's (NY),SF,15.5,8.6,1.5,1.6,1.4,2.5,8.2,4.4,0.7,1.2,0.8,0.9
487,Royce White,2014.0,Iowa State,PF,13.4,9.3,5.0,1.2,0.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0
488,Tyler Zeller,2013.0,UNC,C,16.3,9.6,0.9,0.9,1.5,1.9,7.9,5.7,1.2,0.5,0.9,1.2
489,Terrence Jones,2013.0,Kentucky,PF,12.3,7.2,1.3,1.3,1.8,1.6,5.5,3.4,0.8,0.6,1.0,0.7
490,Andrew Nicholson,2013.0,St. Bonaventure,PF,18.5,8.4,1.0,0.7,2.0,2.5,7.8,3.4,0.6,0.3,0.4,1.1
491,Jared Sullinger,2013.0,Ohio State,PF,17.5,9.2,1.2,1.2,1.1,1.9,6.0,5.9,0.8,0.5,0.5,0.6
492,Fab Melo,2013.0,Syracuse,C,7.8,5.8,0.7,0.5,2.9,1.4,1.2,0.5,0.0,0.3,0.3,0.2
493,John Jenkins,2013.0,Vanderbilt,SG,19.9,2.9,1.2,0.8,0.3,1.6,6.1,1.5,0.9,0.2,0.2,0.7
494,Tony Wroten,2013.0,Washington,SG,16.0,5.0,3.7,1.9,0.4,3.8,2.6,0.8,1.2,0.2,0.1,0.8
495,Miles Plumlee,2013.0,Duke,C,6.6,7.1,0.5,0.5,0.9,1.2,0.9,1.6,0.1,0.0,0.2,0.2
496,Arnett Moultrie,2013.0,Mississippi State,PF,16.4,10.5,1.2,0.8,0.8,2.4,3.7,3.1,0.2,0.4,0.2,0.4
497,Perry Jones,2013.0,Baylor,SF,13.5,7.6,1.3,0.8,0.6,1.7,2.3,1.6,0.3,0.1,0.2,0.4
498,Marquis Teague,2013.0,Kentucky,PG,10.0,2.5,4.8,0.9,0.3,2.7,2.1,0.9,1.3,0.2,0.1,0.7
499,Festus Ezeli,2013.0,Vanderbilt,C,10.1,5.9,0.3,0.4,2.0,2.2,2.4,4.0,0.3,0.3,0.9,0.8
500,Jeffery Taylor,2013.0,Vanderbilt,SF,16.1,5.6,1.7,1.3,0.4,2.2,6.1,1.9,0.8,0.6,0.2,0.6
501,Jae Crowder,2013.0,Marquette,SF,17.5,8.4,2.1,2.5,1.0,1.3,5.0,2.4,1.2,0.8,0.2,0.6
502,Draymond Green,2013.0,Michigan State,SF,16.2,10.6,3.8,1.5,0.9,3.0,2.9,3.3,0.7,0.5,0.3,0.6
503,Orlando Johnson,2013.0,UCSB,SG,19.7,5.8,2.9,1.1,0.7,2.5,4.0,2.2,0.9,0.2,0.2,0.6
504,Quincy Acy,2013.0,Baylor,PF,12.0,7.4,1.0,0.9,1.8,1.9,4.0,2.7,0.4,0.4,0.5,0.6
505,Quincy Miller,2013.0,Baylor,PF,10.6,4.9,1.4,0.7,0.6,1.8,1.3,0.3,0.4,0.1,0.0,0.1
506,Khris Middleton,2013.0,Texas A&M,SG,13.2,5.0,2.3,1.0,0.3,2.2,6.1,1.9,1.0,0.6,0.1,0.4
507,Will Barton,2013.0,Memphis,SG,18.0,8.0,2.9,1.4,0.7,2.1,4.0,2.0,0.8,0.5,0.1,0.8
508,Tyshawn Taylor,2013.0,Kansas,PG,16.6,2.3,4.8,1.3,0.2,3.5,2.2,0.5,0.6,0.3,0.0,0.7
509,Doron Lamb,2013.0,Kentucky,SG,13.7,2.7,1.5,0.5,0.1,1.1,3.3,1.0,0.7,0.3,0.0,0.6
510,Kim English,2013.0,Missouri,SG,14.5,4.2,1.6,1.3,0.3,1.7,2.9,0.9,0.6,0.4,0.1,0.5
511,Darius Miller,2013.0,Kentucky,SF,9.9,2.8,2.1,0.8,0.3,1.5,2.3,1.5,0.8,0.3,0.2,0.4
512,Kevin Murphy,2013.0,Tennessee Tech,SG,20.6,5.2,2.3,0.8,0.2,3.3,0.9,0.2,0.1,0.1,0.0,0.2
513,Kris Joseph,2013.0,Syracuse,SF,13.4,4.7,1.5,1.4,0.6,1.5,0.9,0.7,0.1,0.3,0.0,0.2
514,Darius Johnson-Odom,2013.0,Marquette,SG,18.3,3.5,2.7,0.9,0.1,2.4,0.0,1.0,0.3,0.0,0.0,0.0
515,Robbie Hummel,2014.0,Purdue,SF,16.4,7.2,1.9,0.7,1.2,0.9,3.4,2.5,0.4,0.3,0.0,0.2
517,Robert Sacre,2013.0,Gonzaga,C,11.6,6.3,0.7,0.4,1.4,1.8,1.3,1.1,0.2,0.0,0.3,0.3
518,Anthony Bennett,2014.0,UNLV,PF,16.1,8.1,1.0,0.7,1.2,1.9,4.2,3.0,0.3,0.4,0.2,0.9
519,Victor Oladipo,2014.0,Indiana,PG,13.6,6.3,2.1,2.2,0.8,2.3,13.8,4.1,4.1,1.6,0.5,3.2
520,Otto Porter,2014.0,Georgetown,SF,16.2,7.5,2.7,1.8,0.9,1.5,2.1,1.5,0.3,0.2,0.0,0.4
521,Cody Zeller,2014.0,Indiana,C,16.5,8.0,1.3,1.0,1.3,2.3,6.0,4.3,1.1,0.5,0.5,1.1
522,Alex Len,2014.0,Maryland,C,11.9,7.8,1.0,0.2,2.1,1.6,2.0,2.4,0.1,0.1,0.4,0.6
523,Nerlens Noel,2015.0,Kentucky,C,10.5,9.5,1.6,2.1,4.4,1.9,9.9,8.1,1.7,1.8,1.9,1.9
524,Ben McLemore,2014.0,Kansas,SG,15.9,5.2,2.0,1.0,0.7,2.1,8.8,2.9,1.0,0.5,0.2,1.2
525,Kentavious Caldwell-Pope,2014.0,Georgia,SG,18.5,7.1,1.8,2.0,0.5,2.0,5.9,2.0,0.7,0.9,0.2,0.4
526,Trey Burke,2014.0,Michigan,PG,18.6,3.2,6.7,1.6,0.5,2.2,12.8,3.0,5.7,0.6,0.1,1.9
527,CJ McCollum,2014.0,Lehigh,SG,23.9,5.0,2.9,1.4,0.3,2.7,5.3,1.3,0.7,0.4,0.1,0.9
528,Michael Carter-Williams,2014.0,Syracuse,PG,11.9,5.0,7.3,2.7,0.5,3.5,16.7,6.2,6.3,1.9,0.6,3.5
529,Steven Adams,2014.0,Pitt,C,7.2,6.3,0.6,0.7,2.0,1.1,3.3,4.1,0.5,0.5,0.7,0.9
530,Kelly Olynyk,2014.0,Gonzaga,C,17.8,7.3,1.7,0.7,1.1,2.4,8.7,5.2,1.6,0.5,0.4,1.5
531,Shabazz Muhammad,2014.0,UCLA,SG,17.9,5.2,0.8,0.7,0.1,1.6,3.9,1.4,0.2,0.2,0.0,0.4
532,Shane Larkin,2014.0,Miami (FL),PG,14.5,3.8,4.6,2.0,0.1,2.3,2.8,0.9,1.5,0.5,0.0,0.8
533,Tony Snell,2014.0,New Mexico,SG,12.5,2.6,2.9,0.8,0.5,2.1,4.5,1.6,0.9,0.4,0.2,0.6
534,Gorgui Dieng,2014.0,Louisville,C,9.8,9.4,2.0,1.3,2.5,1.8,4.8,5.0,0.7,0.5,0.8,0.9
535,Mason Plumlee,2014.0,Duke,C,17.1,9.9,1.9,1.0,1.4,2.9,7.4,4.4,0.9,0.7,0.8,1.1
536,Solomon Hill,2014.0,Arizona,SF,13.4,5.3,2.7,1.1,0.6,2.2,1.7,1.5,0.4,0.2,0.1,0.5
537,Andre Roberson,2014.0,Colorado,SG,10.9,11.2,1.4,2.2,1.3,2.4,1.9,2.4,0.4,0.5,0.3,0.5
538,Archie Goodwin,2014.0,Kentucky,SG,14.1,4.6,2.7,1.1,0.5,3.1,3.7,1.7,0.4,0.4,0.2,0.8
539,Allen Crabbe,2014.0,California,SG,18.4,6.1,2.6,1.1,0.7,2.5,2.2,0.6,0.4,0.1,0.1,0.2
540,Carrick Felix,2014.0,Arizona State,SG,14.6,8.1,1.6,1.4,1.1,2.0,2.7,0.9,0.6,0.0,0.0,0.6
541,Isaiah Canaan,2014.0,Murray State,PG,21.8,3.5,4.3,1.5,0.1,3.2,4.6,1.1,1.0,0.4,0.2,1.0
542,Nate Wolters,2014.0,South Dakota State,PG,22.3,5.6,5.8,1.7,0.1,2.3,7.2,2.6,3.2,0.6,0.3,1.0
543,Jeff Withey,2014.0,Kansas,C,13.7,8.5,0.9,0.8,3.9,2.0,3.3,2.6,0.4,0.3,0.9,0.3
544,Grant Jerrett,2015.0,Arizona,PF,5.2,3.6,0.5,0.5,1.0,0.6,2.0,1.1,0.4,0.3,0.3,0.4
545,Jamaal Franklin,2014.0,San Diego State,SG,16.9,9.5,3.3,1.6,0.8,3.4,1.9,1.1,0.3,0.2,0.1,0.5
546,Pierre Jackson,2017.0,Baylor,PG,19.8,3.8,7.1,1.5,0.0,3.4,4.4,1.1,2.4,0.3,0.0,0.4
547,Mike Muscala,2014.0,Bucknell,PF,18.7,11.1,2.3,0.5,2.4,1.7,3.8,2.6,0.4,0.2,0.5,0.6
548,Erick Green,2015.0,Virginia Tech,PG,25.0,4.0,3.8,1.3,0.2,2.2,3.4,0.7,0.9,0.3,0.0,0.3
549,Erik Murphy,2014.0,Florida,C,12.2,5.5,1.4,0.6,0.7,1.4,0.3,0.3,0.1,0.0,0.2,0.1
550,James Ennis,2015.0,Long Beach State,SF,16.5,6.7,2.1,1.8,1.3,3.0,5.0,2.8,0.8,0.4,0.3,0.6
552,Lorenzo Brown,2014.0,NC State,PG,12.4,4.3,7.2,2.0,0.6,3.5,2.5,1.1,1.6,0.5,0.1,0.6
555,Peyton Siva,2014.0,Louisville,SG,10.0,2.4,5.7,2.3,0.2,2.7,2.3,0.6,1.4,0.4,0.0,0.8
558,Andrew Wiggins,2015.0,Kansas,SF,17.1,5.9,1.5,1.2,1.0,2.3,16.9,4.6,2.1,1.0,0.6,2.2
559,Jabari Parker,2015.0,Duke,PF,19.1,8.7,1.2,1.1,1.2,2.3,12.3,5.5,1.7,1.2,0.2,1.9
560,Joel Embiid,2017.0,Kansas,C,11.2,8.1,1.4,0.9,2.6,2.4,20.2,7.8,2.1,0.9,2.5,3.8
561,Aaron Gordon,2015.0,Arizona,PF,12.4,8.0,2.0,0.9,1.0,1.4,5.2,3.6,0.7,0.4,0.5,0.8
